Attributes,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Symbols,BMO.TO,TRI.TO,L.TO,CIX.TO,BMO.TO,TRI.TO,L.TO,CIX.TO,BMO.TO,TRI.TO,L.TO,CIX.TO,BMO.TO,TRI.TO,L.TO,CIX.TO,BMO.TO,TRI.TO,L.TO,CIX.TO,BMO.TO,TRI.TO,L.TO,CIX.TO
Date,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-19,70.67,89.33,65.36,16.18,75.99,92.05,67.15,17.24,77.35,93.40,67.34,17.35,75.80,91.74,66.10,17.05,77.35,93.40,66.70,17.34,7035500.00,2685800.00,2949900.00,1953700.00
2020-06-22,69.93,90.11,64.77,16.17,75.20,92.86,66.54,17.23,75.83,93.28,67.70,17.34,74.90,91.53,66.37,16.98,75.71,91.89,67.13,17.13,1575200.00,524800.00,983300.00,843900.00
2020-06-23,70.61,89.53,63.47,16.23,75.93,92.26,65.21,17.29,76.54,93.53,67.04,17.41,74.90,92.13,64.75,16.92,75.95,92.98,66.75,17.35,3662300.00,731500.00,1269000.00,753400.00
2020-06-24,68.77,88.24,64.37,15.88,73.95,90.93,66.13,16.92,75.40,92.19,66.39,17.15,73.48,90.25,64.98,16.78,75.34,92.19,65.16,17.13,3430200.00,333800.00,1053000.00,684700.00
2020-06-25,68.58,88.90,64.85,16.10,73.75,91.61,66.63,17.16,74.36,91.64,66.68,17.30,73.18,90.06,65.46,16.70,73.50,91.07,66.15,16.81,1786900.00,376600.00,465200.00,693600.00
2020-06-26,65.78,88.49,63.60,15.91,70.74,91.19,65.34,16.95,73.21,92.84,66.80,17.08,70.29,90.99,65.20,16.84,73.07,91.72,66.64,17.05,3616800.00,396400.00,495400.00,598400.00
2020-06-29,66.45,88.79,65.41,16.15,71.46,91.50,67.20,17.03,72.49,92.48,67.50,17.24,70.70,91.18,65.36,16.78,71.16,91.55,65.49,16.86,1730300.00,396200.00,735300.00,927600.00
2020-06-30,67.20,89.51,64.35,16.38,72.26,92.24,66.11,17.27,72.38,92.59,67.49,17.47,70.62,91.45,65.88,16.96,70.96,91.45,67.06,17.01,2614300.00,392100.00,684600.00,1194000.00
2020-07-02,67.06,88.96,64.81,16.36,72.11,91.67,66.59,17.25,73.70,92.93,67.05,17.75,71.51,91.52,66.28,17.22,72.60,92.03,66.62,17.57,2096200.00,348200.00,684000.00,803900.00
2020-07-03,67.19,89.13,64.93,16.22,72.25,91.85,66.71,17.10,72.25,92.15,66.82,17.52,71.66,91.18,66.10,17.09,71.89,91.73,66.82,17.28,384700.00,102200.00,237500.00,294600.00
2020-07-06,68.54,89.28,65.69,16.57,73.70,92.00,67.49,17.47,73.81,92.60,67.74,17.51,72.50,91.53,66.38,17.16,73.39,92.24,66.88,17.36,3505000.00,289900.00,448300.00,308400.00
2020-07-07,66.93,88.18,65.51,17.02,71.97,90.87,67.31,17.94,73.25,92.43,67.66,18.02,71.87,90.77,66.96,17.30,73.01,91.84,67.22,17.37,2226200.00,411500.00,372400.00,562400.00
2020-07-08,66.97,88.95,65.11,17.17,72.02,91.66,66.89,18.10,72.05,91.76,67.40,19.00,70.55,90.54,66.50,17.83,71.84,90.99,67.25,17.92,2244900.00,309300.00,354800.00,556200.00
2020-07-09,65.91,89.60,65.08,16.94,70.88,92.33,66.86,17.86,71.68,92.55,67.70,18.17,70.38,90.73,66.49,17.78,71.60,91.83,66.81,18.05,4444800.00,330000.00,292000.00,516900.00
2020-07-10,67.72,89.18,65.63,17.02,72.82,91.90,67.43,17.94,72.95,92.68,67.50,18.03,70.91,91.60,66.79,17.83,70.99,92.48,66.96,17.84,4538400.00,254800.00,327900.00,473000.00
2020-07-13,68.10,89.03,66.28,16.73,73.23,91.74,68.10,17.64,73.98,92.94,68.24,18.07,72.30,91.24,67.06,17.59,73.51,92.00,67.42,18.07,4278200.00,590400.00,442700.00,563500.00
2020-07-14,68.68,90.28,66.60,16.84,73.85,93.03,68.42,17.75,73.85,93.19,68.69,17.79,72.35,91.03,67.87,17.17,73.03,91.65,67.87,17.17,5029100.00,487300.00,669100.00,597200.00
2020-07-15,70.27,91.57,67.51,17.16,75.56,94.36,69.36,18.09,75.85,94.77,70.06,18.11,74.35,93.18,68.52,17.69,74.36,93.57,68.69,17.93,2239600.00,508800.00,558400.00,621500.00
2020-07-16,70.21,91.95,67.74,16.88,75.50,94.75,69.60,17.80,76.32,95.02,69.93,18.06,74.69,93.80,69.09,17.67,75.00,94.13,69.14,17.95,2137400.00,339100.00,271100.00,519300.00
2020-07-17,69.37,93.17,68.47,17.06,74.60,96.01,70.35,17.99,75.88,96.21,70.54,18.11,74.52,94.72,69.40,17.73,75.72,94.72,69.54,17.92,1688400.00,291900.00,368000.00,444300.00
2020-07-20,69.17,92.73,68.30,17.01,74.38,95.56,70.17,17.93,74.70,96.29,70.69,18.10,73.98,94.97,70.15,17.59,74.38,95.94,70.54,17.85,3534000.00,451700.00,282500.00,837800.00
2020-07-21,69.82,91.81,66.96,16.84,75.08,94.61,68.79,17.75,75.90,95.50,70.57,18.26,74.74,94.41,68.69,17.75,74.75,95.50,70.19,17.97,2205800.00,607500.00,449500.00,693400.00
2020-07-22,69.56,91.61,66.60,17.24,74.80,94.40,68.42,18.18,75.00,94.57,69.09,18.49,74.35,93.74,68.19,17.67,74.89,94.45,68.99,17.73,939100.00,819300.00,400200.00,601500.00
2020-07-23,69.04,90.03,67.61,17.28,74.24,92.77,69.46,18.22,74.96,94.61,70.03,18.59,73.91,92.70,68.69,18.04,74.51,94.41,69.23,18.10,2828900.00,786200.00,665200.00,768800.00
2020-07-24,68.56,88.91,67.29,17.27,73.73,91.62,69.13,18.21,74.17,92.68,69.64,18.35,73.34,91.47,68.52,18.02,74.05,92.42,69.53,18.12,2482500.00,388700.00,357400.00,246700.00
2020-07-27,68.97,88.78,67.40,17.50,74.17,91.49,69.25,18.45,74.21,91.78,69.66,18.55,72.44,91.25,68.79,17.65,73.50,91.55,68.79,18.09,4266100.00,663900.00,222400.00,931900.00
2020-07-28,68.78,89.30,66.97,17.77,73.96,92.02,68.80,18.74,74.18,92.13,69.42,18.91,73.50,91.18,68.69,18.30,74.10,91.49,69.00,18.49,5392300.00,643600.00,312800.00,827800.00
2020-07-29,69.81,90.51,67.93,17.78,75.07,93.27,69.79,18.75,75.15,93.53,70.10,19.00,73.50,92.13,68.71,18.45,74.11,92.13,69.12,18.74,4071900.00,282400.00,687200.00,510300.00
2020-07-30,70.15,90.87,68.13,17.75,75.43,93.64,70.00,18.71,75.43,93.64,70.01,18.84,73.50,92.32,69.19,18.27,74.32,92.57,69.60,18.55,3647200.00,393200.00,342000.00,381800.00
2020-07-31,69.12,90.70,67.64,17.46,73.28,93.46,69.49,18.41,74.33,93.57,70.00,18.74,72.79,92.52,68.45,18.28,74.30,93.21,69.55,18.74,2600000.00,610000.00,360500.00,472500.00
2020-08-04,68.85,91.91,67.91,17.48,73.00,94.71,69.77,18.43,74.22,95.12,70.11,18.58,72.97,93.74,69.39,18.12,73.50,94.21,69.85,18.58,5142100.00,664300.00,483900.00,579900.00
2020-08-05,70.18,92.06,68.04,17.97,74.41,94.87,69.90,18.95,74.42,94.89,69.96,19.00,73.13,92.79,69.37,18.14,73.20,94.51,69.79,18.15,7900600.00,417800.00,297500.00,501900.00
2020-08-06,70.08,95.86,68.10,18.09,74.30,98.78,69.97,19.07,74.77,98.87,70.06,19.68,74.15,95.19,69.37,19.01,74.39,95.36,69.56,19.02,4639900.00,766200.00,446200.00,554700.00
2020-08-07,70.98,97.15,67.95,18.20,75.25,100.11,69.81,19.19,75.33,100.17,70.21,19.44,73.84,98.95,69.63,19.11,74.12,98.95,69.91,19.33,2311800.00,498100.00,289600.00,340000.00
2020-08-10,72.25,96.21,67.68,18.32,76.60,99.14,69.53,19.32,76.69,100.22,69.97,19.34,75.13,98.88,69.08,19.05,75.25,100.12,69.91,19.18,5894700.00,503200.00,509200.00,314900.00
2020-08-11,73.17,96.28,68.33,18.39,77.58,99.21,70.20,19.39,78.06,99.78,70.38,19.61,77.06,98.44,69.75,19.08,77.22,98.98,69.76,19.37,4454700.00,613000.00,710000.00,504100.00
2020-08-12,74.18,97.28,68.47,18.52,78.65,100.25,70.35,19.53,78.76,101.01,71.77,19.63,78.21,99.26,70.20,19.42,78.27,99.74,70.31,19.62,3597800.00,279700.00,647400.00,423500.00
2020-08-13,73.37,96.48,68.84,18.50,77.79,99.42,70.73,19.50,78.76,100.17,71.06,19.61,77.65,99.02,69.86,19.28,78.35,99.51,70.13,19.40,2273800.00,512700.00,611900.00,345100.00
2020-08-14,73.60,96.69,68.90,18.21,78.03,99.64,70.79,19.20,78.50,100.46,71.35,19.48,77.26,99.16,70.51,19.13,77.42,99.47,70.88,19.48,2396400.00,313600.00,696700.00,461400.00
2020-08-17,73.36,96.38,68.82,18.32,77.78,99.32,70.71,19.31,78.30,99.84,71.04,19.49,77.55,99.16,70.51,19.20,77.99,99.84,70.78,19.24,1902200.00,637400.00,433800.00,388800.00
2020-08-18,72.92,96.62,69.11,18.09,77.31,99.56,71.00,19.07,78.02,99.84,71.08,19.35,76.98,98.60,70.65,18.92,77.78,99.29,70.81,19.25,2127300.00,395800.00,429400.00,504600.00
2020-08-19,72.64,97.94,69.01,18.14,77.01,100.42,70.90,19.13,77.95,100.97,71.31,19.34,76.89,98.89,70.70,18.92,77.01,99.37,70.89,18.98,1429400.00,456500.00,688800.00,322300.00
2020-08-20,71.75,98.81,68.86,18.02,76.07,101.31,70.75,19.00,76.90,101.44,71.08,19.11,76.00,100.30,70.55,18.88,76.90,100.56,70.79,19.05,1565500.00,627400.00,462900.00,514000.00
2020-08-21,71.19,99.19,69.20,17.88,75.48,101.70,71.10,18.85,76.16,102.22,71.24,19.00,75.45,100.60,70.33,18.78,76.00,101.38,70.76,18.94,2152500.00,867100.00,688900.00,320800.00
2020-08-24,72.48,99.67,69.23,18.14,76.85,102.19,71.13,19.13,76.99,102.37,71.42,19.18,75.84,101.36,70.64,18.87,75.89,101.71,71.09,18.96,2270100.00,680200.00,555500.00,275700.00
2020-08-25,76.62,98.21,68.45,18.08,81.23,100.70,70.33,19.06,81.62,102.04,71.21,19.39,77.50,100.64,70.16,18.92,78.39,101.69,71.04,19.13,3943300.00,562900.00,382100.00,494300.00
2020-08-26,78.81,99.00,67.82,18.24,83.56,101.50,69.68,19.23,84.00,101.52,70.60,19.28,81.26,100.12,69.01,18.78,81.40,100.78,70.34,19.06,3731100.00,434200.00,605100.00,393600.00
2020-08-27,78.92,99.00,67.95,18.07,83.67,101.51,69.81,19.05,84.43,102.14,70.43,19.25,83.11,101.06,69.57,18.99,83.79,101.46,69.69,19.23,2537800.00,705000.00,374600.00,365500.00
2020-08-28,78.13,98.49,66.58,17.86,82.83,100.98,68.40,18.83,84.04,101.42,69.73,19.13,82.27,100.41,68.39,18.81,84.00,101.29,69.71,19.07,1666100.00,605300.00,422700.00,363000.00
2020-08-31,78.08,97.25,65.61,17.57,82.78,99.71,67.41,18.52,83.15,100.83,68.67,18.88,81.80,99.55,67.28,18.42,82.59,100.75,68.40,18.88,3064900.00,827900.00,854100.00,1221800.00
2020-09-01,77.25,99.07,65.11,17.97,81.90,101.58,66.89,18.95,82.67,101.93,67.36,18.99,81.53,99.24,66.59,18.19,82.25,99.90,67.03,18.47,2025000.00,789100.00,763900.00,665400.00
2020-09-02,77.29,100.83,66.77,17.99,81.94,103.38,68.60,18.97,82.41,103.54,68.93,19.06,81.85,102.04,67.11,18.70,81.93,102.04,67.21,18.92,1692400.00,502100.00,826700.00,352700.00
2020-09-03,76.80,99.04,66.16,17.57,81.42,101.55,67.97,18.52,82.87,103.58,69.23,18.97,81.32,101.15,67.80,18.45,82.42,103.50,68.80,18.97,2052700.00,818600.00,607000.00,356200.00
2020-09-04,76.75,96.84,65.00,17.40,81.37,99.29,66.78,18.34,82.77,101.85,68.42,18.65,80.71,99.07,66.74,18.15,82.07,101.62,68.10,18.65,2337800.00,859200.00,778200.00,838800.00
2020-09-08,75.61,97.21,65.02,16.88,80.16,99.67,66.80,17.80,80.76,100.23,67.25,18.11,79.25,98.68,66.42,17.73,80.60,99.15,66.85,18.07,2293200.00,791300.00,1664300.00,839200.00
2020-09-09,76.13,98.76,66.72,17.16,80.72,101.26,68.55,18.09,81.36,101.80,68.88,18.22,80.14,100.12,67.13,17.86,80.58,100.28,67.19,17.92,1544700.00,528200.00,640000.00,402200.00
2020-09-10,75.30,97.64,66.59,16.87,79.83,100.11,68.41,17.79,80.89,101.47,69.00,18.22,79.59,99.84,68.17,17.71,80.81,101.46,68.60,18.19,1238300.00,320600.00,537300.00,587800.00
2020-09-11,75.94,98.37,66.40,17.13,80.51,100.86,68.22,18.06,80.64,101.25,69.00,18.18,79.92,100.14,68.06,17.84,79.92,100.29,68.81,17.84,1615800.00,217100.00,626500.00,556800.00
2020-09-14,76.74,99.84,66.75,17.11,81.36,102.37,68.26,18.04,81.52,102.46,68.88,18.14,80.83,101.00,67.93,17.83,80.86,101.29,68.00,18.11,1463900.00,659500.00,804900.00,415400.00
2020-09-15,76.63,101.00,67.14,17.13,81.25,103.56,68.66,18.06,81.87,104.27,69.38,18.28,80.96,102.64,68.46,17.84,81.59,102.82,68.49,18.00,1287500.00,561200.00,588200.00,567500.00
2020-09-16,76.06,99.93,65.94,17.06,80.64,102.46,67.43,17.99,81.44,104.72,69.18,18.14,80.61,102.39,67.42,17.92,81.21,103.84,68.64,18.11,1576300.00,229700.00,589600.00,475800.00
2020-09-17,76.20,99.20,66.48,17.08,80.79,101.71,67.99,18.01,81.10,102.43,68.45,18.11,80.00,101.48,67.18,17.70,80.00,101.79,67.18,17.76,1717800.00,270100.00,577800.00,248600.00
2020-09-18,75.67,99.71,66.19,17.11,80.23,102.23,67.69,18.04,80.89,103.08,68.22,18.26,80.02,101.40,67.56,17.90,80.77,102.25,68.22,17.94,3300900.00,1005700.00,1625600.00,1373400.00
2020-09-21,74.67,99.82,66.26,16.63,79.17,102.35,67.76,17.53,79.34,102.56,68.19,18.01,77.63,101.10,66.83,17.41,78.87,102.20,67.50,17.79,1671000.00,418400.00,437500.00,1052400.00
2020-09-22,73.61,101.42,68.35,16.68,78.04,103.99,69.90,17.59,79.97,104.12,70.06,17.79,78.04,102.50,67.94,17.48,79.22,102.56,68.14,17.51,1544500.00,279200.00,618600.00,299600.00
2020-09-23,73.24,101.14,68.23,16.30,77.65,103.70,69.78,17.19,79.30,105.19,70.30,17.77,77.60,103.70,69.52,17.16,78.47,104.32,69.90,17.63,1278800.00,430700.00,429900.00,457400.00
2020-09-24,73.56,100.87,68.35,16.11,77.99,103.42,69.90,16.98,78.42,103.89,70.03,17.12,76.74,102.72,69.49,16.80,77.50,103.31,69.49,17.10,1526500.00,296300.00,781100.00,547400.00
2020-09-25,73.55,102.62,69.13,16.32,77.98,105.22,70.70,17.21,78.19,105.46,70.97,17.33,77.30,103.25,69.44,16.90,77.50,103.49,69.95,16.90,1300500.00,306900.00,1401200.00,363600.00
2020-09-28,75.07,104.54,69.15,16.41,79.59,107.19,70.72,17.30,79.93,107.24,71.28,17.55,79.08,105.88,70.36,17.28,79.08,105.88,70.73,17.40,1350800.00,383900.00,453400.00,593200.00
2020-09-29,73.73,104.40,68.71,16.25,78.17,107.04,70.27,16.95,79.42,107.77,70.70,17.27,77.92,106.84,69.79,16.81,79.30,107.05,70.60,17.08,2461300.00,254600.00,326200.00,317500.00
2020-09-30,73.42,103.64,68.19,16.19,77.84,106.26,69.73,16.89,79.05,107.48,70.32,17.08,77.60,105.86,69.58,16.84,78.25,107.08,70.32,16.94,4141200.00,392200.00,533300.00,785300.00
2020-10-01,72.70,104.31,68.09,16.35,77.08,106.95,69.63,17.06,78.18,107.50,69.91,17.30,76.92,106.22,69.26,16.99,78.18,106.37,69.73,17.04,1720500.00,275800.00,394100.00,522800.00
2020-10-02,73.00,104.03,67.81,16.60,77.40,106.66,69.35,17.32,77.58,107.38,69.52,17.34,75.92,105.67,68.59,16.73,76.00,106.30,69.26,16.73,3702100.00,338100.00,350600.00,401000.00
2020-10-05,73.99,104.86,68.29,16.91,78.45,107.51,69.84,17.64,78.78,107.69,69.90,17.67,77.67,106.47,69.00,17.42,77.89,106.85,69.19,17.47,3557500.00,255800.00,574200.00,842700.00
2020-10-06,75.80,104.32,68.07,16.67,80.37,106.96,69.61,17.39,81.07,107.80,69.90,17.73,78.89,106.67,68.98,17.31,79.22,107.16,69.55,17.69,3934900.00,312700.00,514400.00,597200.00
2020-10-07,77.08,105.09,67.90,16.95,81.72,107.75,69.44,17.68,81.89,107.77,69.86,17.81,80.94,106.87,69.43,17.48,81.21,107.45,69.75,17.71,2186600.00,330500.00,295400.00,548500.00
2020-10-08,77.54,105.06,67.76,17.25,82.21,107.72,69.30,18.00,82.75,108.15,69.56,18.03,81.88,107.49,68.96,17.70,82.14,107.99,69.48,17.86,3700700.00,307100.00,1354600.00,542500.00
2020-10-09,77.13,105.47,67.33,17.38,81.78,108.14,68.86,18.13,82.58,108.53,69.71,18.17,81.42,107.52,68.82,17.80,82.28,108.00,69.38,18.00,3752800.00,344400.00,354300.00,320700.00
2020-10-13,76.77,106.34,67.40,17.41,81.39,109.03,68.93,18.16,82.20,109.46,69.71,18.23,80.90,108.53,68.67,18.02,81.85,109.19,69.71,18.20,4889900.00,506900.00,388300.00,369800.00
2020-10-14,76.34,106.00,67.26,17.01,80.94,108.68,68.78,17.75,81.73,109.45,69.02,18.19,80.73,108.22,68.35,17.75,81.44,108.98,68.78,18.19,3543600.00,387300.00,428200.00,528300.00
2020-10-15,76.41,106.93,67.91,16.98,81.01,109.64,69.45,17.72,81.44,109.84,69.48,17.89,79.51,108.02,68.31,17.43,80.10,108.45,68.57,17.54,1295400.00,308500.00,340300.00,605400.00
2020-10-16,76.39,106.45,67.84,17.03,80.99,109.14,69.38,17.77,81.62,110.55,69.89,18.27,80.81,109.14,69.14,17.69,81.12,109.53,69.32,17.84,1445700.00,401800.00,313900.00,724100.00
2020-10-19,75.25,105.47,67.03,16.85,79.78,108.14,68.55,17.58,81.11,109.43,69.51,18.00,79.49,107.98,68.45,17.57,80.99,109.43,69.37,17.86,3008900.00,365100.00,379600.00,592500.00
2020-10-20,76.27,105.46,66.85,16.58,80.86,108.13,68.36,17.30,81.07,108.60,68.98,17.73,79.86,107.44,68.01,17.21,80.19,108.49,68.62,17.65,3351200.00,367100.00,530700.00,966900.00
2020-10-21,77.30,105.50,67.05,16.72,81.95,108.17,68.57,17.44,82.02,109.06,68.82,17.63,80.62,108.01,68.14,17.37,80.65,108.29,68.45,17.37,3838900.00,253400.00,258500.00,639500.00
2020-10-22,78.03,105.05,66.13,16.92,82.73,107.71,67.63,17.65,83.45,108.85,68.66,17.80,81.96,107.58,67.63,17.46,81.98,108.17,68.46,17.46,3873300.00,615600.00,714600.00,569800.00
2020-10-23,79.31,104.97,66.07,16.92,84.09,107.63,67.57,17.65,84.61,107.95,67.95,17.89,83.14,106.46,67.25,17.59,83.20,107.94,67.85,17.72,2899400.00,272900.00,281900.00,288500.00
2020-10-26,78.90,104.20,65.54,15.93,83.65,106.84,67.03,16.62,83.75,107.69,67.55,17.56,82.97,106.12,66.87,16.57,83.54,107.69,67.48,17.42,3744000.00,359100.00,328500.00,761900.00
2020-10-27,77.42,103.27,65.65,15.57,82.08,105.88,67.14,16.24,83.55,107.58,67.48,16.66,81.79,105.70,66.71,16.22,83.51,107.05,67.19,16.56,6615400.00,341900.00,322500.00,680300.00
2020-10-28,75.53,101.41,65.25,15.02,80.08,103.98,66.73,15.67,81.79,105.71,67.37,16.11,79.90,103.78,66.70,15.60,81.40,105.24,66.88,16.09,7170500.00,474700.00,513000.00,882200.00
2020-10-29,76.47,101.27,65.27,15.20,81.08,103.83,66.75,15.86,81.33,104.86,67.29,15.92,79.25,103.74,66.52,15.43,80.04,104.28,67.00,15.61,3056700.00,230800.00,373300.00,818300.00
2020-10-30,75.82,101.02,64.85,14.89,79.33,103.58,66.32,15.53,80.00,104.32,66.89,15.87,78.70,102.79,65.70,15.40,79.62,103.53,66.65,15.82,4793500.00,420300.00,663900.00,906500.00
2020-11-02,75.98,101.97,64.76,14.85,79.50,104.55,66.23,15.49,79.82,105.79,66.98,15.74,78.82,104.00,65.91,15.40,79.70,104.37,66.76,15.59,3004700.00,579500.00,324300.00,710100.00
2020-11-03,77.92,105.59,64.41,15.11,81.53,108.26,65.87,15.76,81.97,108.94,66.90,15.87,79.86,106.39,65.80,15.60,80.10,106.41,66.17,15.73,5595900.00,451300.00,380400.00,600200.00
2020-11-04,79.02,107.45,64.66,15.35,82.68,110.17,66.13,16.01,82.68,111.57,66.91,16.05,80.40,109.19,66.01,15.73,81.50,109.39,66.20,15.81,8269300.00,946200.00,1013300.00,716800.00
2020-11-05,78.45,109.22,64.41,15.43,82.09,111.98,65.87,16.10,83.28,112.06,66.53,16.30,82.04,110.59,65.50,16.05,82.75,111.58,66.23,16.12,3720700.00,593100.00,997400.00,359700.00
2020-11-06,77.77,110.54,65.12,15.34,81.38,113.34,66.60,16.00,82.65,113.53,66.79,16.22,81.01,111.61,65.77,15.93,82.33,111.61,65.86,15.93,3724000.00,329800.00,895700.00,509200.00
2020-11-09,81.13,106.96,64.54,16.00,84.89,109.67,66.00,16.69,85.79,115.66,67.85,16.96,84.21,109.51,65.98,16.43,84.21,115.65,67.25,16.66,8452000.00,780000.00,976000.00,762700.00
2020-11-10,83.69,106.00,64.52,15.81,87.57,108.68,65.98,16.49,88.12,109.72,66.44,16.85,85.00,107.89,65.83,16.25,85.40,109.67,66.02,16.80,4138300.00,733200.00,856700.00,855400.00
2020-11-11,83.48,107.73,65.18,15.64,87.35,110.46,66.66,16.32,88.49,110.97,66.71,16.69,87.25,109.20,65.74,16.25,88.49,109.74,66.04,16.50,3160500.00,929400.00,653500.00,709100.00
2020-11-12,82.93,106.66,66.10,15.88,86.77,109.36,67.60,16.57,87.28,111.48,68.53,17.09,86.14,108.76,67.31,16.48,86.77,110.84,67.94,16.56,1972500.00,348400.00,736500.00,1637000.00
2020-11-13,83.66,106.56,64.24,16.00,87.54,109.26,65.70,16.69,87.73,110.00,67.25,17.02,86.85,108.76,65.50,16.60,87.01,109.16,67.20,16.69,2021500.00,344600.00,1302900.00,806200.00
2020-11-16,85.69,104.92,63.80,16.35,89.66,107.58,65.25,17.06,90.03,109.01,66.02,17.30,88.14,106.46,65.11,16.88,88.61,109.01,65.70,16.98,4699700.00,720100.00,1557900.00,632400.00
2020-11-17,86.80,103.37,63.73,16.13,90.82,105.99,65.17,16.83,91.00,107.28,65.40,17.08,88.58,105.88,64.96,16.72,88.85,107.16,65.10,16.91,4617800.00,966100.00,1155700.00,776100.00
2020-11-18,87.46,102.97,62.72,16.49,91.51,105.08,64.14,17.20,92.02,105.56,65.17,17.38,90.66,103.81,64.01,16.75,91.10,105.56,65.15,16.76,2011000.00,840600.00,1179400.00,707700.00
2020-11-19,88.18,103.09,62.86,16.54,92.27,105.20,64.28,17.26,92.53,105.97,64.50,17.30,90.99,104.11,63.71,17.03,91.32,105.13,64.08,17.15,1985400.00,431500.00,560300.00,570900.00
2020-11-20,89.21,103.52,62.84,16.52,93.35,105.64,64.26,17.24,93.73,105.67,64.40,17.33,91.44,104.46,63.61,17.07,92.11,105.29,64.40,17.21,2494900.00,480300.00,649900.00,337800.00
2020-11-23,90.64,102.78,63.41,16.62,94.84,104.89,64.85,17.34,95.10,106.06,64.91,17.43,94.02,104.75,64.15,17.22,94.22,105.73,64.51,17.34,1830500.00,523100.00,809200.00,333900.00
2020-11-24,92.97,101.30,62.67,16.96,97.28,103.38,64.09,17.69,97.29,105.29,64.91,17.81,95.79,103.31,64.04,17.43,96.01,105.29,64.91,17.43,2891500.00,557900.00,828300.00,455800.00
2020-11-25,92.74,101.94,62.44,16.77,97.04,104.03,63.85,17.50,97.75,104.27,64.53,17.81,96.05,103.26,63.71,17.44,96.59,103.63,64.35,17.81,3411300.00,307900.00,808900.00,386500.00
2020-11-26,92.86,101.35,62.64,16.84,97.16,103.43,64.06,17.57,97.49,104.09,64.17,17.61,96.67,103.28,63.65,17.32,96.97,104.09,64.00,17.50,742900.00,106300.00,202700.00,157700.00
2020-11-27,92.48,101.62,62.88,16.73,96.77,103.70,64.30,17.45,98.05,103.90,64.60,17.53,96.61,102.88,63.67,17.35,96.70,103.73,64.03,17.43,1189600.00,233500.00,441300.00,273500.00
2020-11-30,89.19,100.87,62.78,16.31,93.33,102.94,64.20,17.02,96.50,104.10,64.60,17.34,93.33,102.66,63.76,16.99,96.17,103.86,64.60,17.31,3665200.00,874400.00,1196000.00,1196100.00
2020-12-01,92.24,101.03,62.19,16.37,96.52,103.10,63.60,17.08,97.46,103.59,64.50,17.25,95.00,102.73,63.55,17.02,96.20,103.56,64.37,17.22,2718500.00,662500.00,692200.00,700800.00
2020-12-02,93.02,101.31,62.13,16.06,97.33,103.39,63.54,16.76,97.63,104.17,63.76,17.08,96.03,102.96,63.23,16.68,96.53,102.97,63.50,17.08,2109900.00,685000.00,688800.00,817900.00
2020-12-03,93.43,101.40,62.62,16.18,97.76,103.48,64.04,16.88,98.06,104.09,64.10,17.07,97.33,102.83,63.31,16.64,97.39,103.46,63.43,16.70,1927100.00,374100.00,590900.00,538600.00
2020-12-04,93.71,102.05,62.12,16.37,98.05,104.14,63.53,17.08,98.62,104.45,64.10,17.13,97.41,103.23,63.41,16.80,97.75,103.34,64.09,16.98,1401200.00,330800.00,860400.00,1140000.00
2020-12-07,93.07,101.36,61.80,16.22,97.39,103.44,63.20,16.92,98.19,103.94,63.74,17.06,97.10,103.12,63.15,16.85,97.75,103.87,63.56,17.06,2858100.00,254500.00,859000.00,1258500.00
2020-12-08,93.32,101.25,62.56,16.07,97.65,103.32,63.98,16.77,97.77,103.81,64.40,17.10,96.91,102.81,63.12,16.73,97.07,102.91,63.14,16.85,1868200.00,433100.00,1018600.00,729600.00
2020-12-09,93.97,101.45,64.36,15.89,98.33,103.53,65.82,16.58,98.50,103.82,65.94,16.93,97.77,102.74,63.87,16.56,98.05,103.10,64.28,16.80,1335400.00,504500.00,1222100.00,652900.00
2020-12-10,93.19,100.39,63.77,15.80,97.51,102.45,65.21,16.48,98.06,103.14,65.71,16.71,97.00,101.83,65.08,16.45,97.80,103.10,65.68,16.51,1365800.00,337900.00,848600.00,617400.00
2020-12-11,92.84,101.25,64.04,16.01,97.14,103.32,65.49,16.70,97.39,103.43,65.86,16.81,96.69,102.09,64.97,16.40,96.89,102.21,65.25,16.49,1220400.00,359700.00,834600.00,623500.00
2020-12-14,91.86,100.57,64.08,15.95,96.12,102.63,65.20,16.64,97.77,103.69,65.59,16.87,96.06,102.51,64.92,16.62,97.74,103.33,65.24,16.77,2631400.00,611300.00,1004400.00,1232600.00
2020-12-15,93.14,100.69,64.02,16.29,97.46,102.75,65.14,17.00,97.75,103.28,65.65,17.03,96.39,102.47,65.05,16.71,96.52,102.94,65.22,16.71,2656400.00,336000.00,1012300.00,787500.00
2020-12-16,93.11,100.20,64.29,15.54,97.43,102.25,65.41,16.21,98.05,103.73,66.54,16.99,97.03,101.95,65.35,16.19,97.63,102.86,65.52,16.99,3019200.00,517000.00,928100.00,2585500.00
2020-12-17,93.26,100.58,63.56,15.51,97.58,102.64,64.67,16.18,97.80,103.94,65.69,16.48,97.05,101.91,64.15,16.14,97.48,102.68,65.58,16.36,1554800.00,857300.00,690300.00,1214100.00
